
# ====== Port number : 3000 ======

########################################
# SR SequentialExecute for /192.168.0.2:3000
#  Repeat Count = 100
# Client Configuration @2011-09-08 04:10:49
#  Task time = 100
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
23	5.849100000000001	0.4290772222179126	1315434900063	1315434900697
24	5.686899999999998	0.5149731678800369	1315434900697	1315434901310


# ====== Port number : 3000 ======

########################################
# SR SequentialExecute for /192.168.0.2:3000
#  Repeat Count = 30
# Client Configuration @2011-09-08 06:35:06
#  Task time = 1000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	1005.5236000000001	3.7205500482934473	1315434909845	1315434940107
2	752.5494333333335	0.8704007273349679	1315434940108	1315434970220
3	668.9150333333331	0.9920921983905903	1315434970220	1315435000318
4	627.3269	1.8261725633054713	1315435000318	1315435030420
5	602.2079333333334	1.4222898471206376	1315435030420	1315435060512
6	586.0145666666667	2.01829073605879	1315435060512	1315435090638
7	574.2108666666666	2.386125350547569	1315435090638	1315435120763
8	565.6277333333333	2.3573413272959853	1315435120763	1315435150898
9	558.4797666666667	2.091566657191372	1315435150898	1315435181039
10	553.1916666666667	2.833851702411763	1315435181039	1315435211183
11	547.8141666666667	1.3321151209615454	1315435211183	1315435241302
12	545.0536666666667	2.7176651278375688	1315435241302	1315435271465
13	541.4812666666668	1.634053093587075	1315435271465	1315435301621
14	539.7606333333332	2.7794321112530986	1315435301621	1315435331830
15	537.0733	2.36867987604053	1315435331830	1315435362023
16	534.9962333333332	2.5838205831240644	1315435362023	1315435392204
17	534.0378666666667	3.3011005555979684	1315435392204	1315435422431
18	532.3007666666666	3.34111185998904	1315435422431	1315435452675
19	530.1600333333333	2.4587741897123037	1315435452675	1315435482865
20	529.3465666666667	3.1186459781194595	1315435482865	1315435513096
21	528.6184666666666	2.889216129636925	1315435513096	1315435543373
22	527.5179	2.754742235268523	1315435543373	1315435573622
23	525.8523	2.7901728304896696	1315435573622	1315435603836
24	525.0121	2.5383962402264646	1315435603836	1315435634061

########################################
# SR ParallelExecute for /192.168.0.2:3000
#  Repeat Count = 30
# Client Configuration @2011-09-08 06:47:14
#  Task time = 1000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	1003.0391666666667	0.28081790413360513	1315435637075	1315435667202
2	503.22656666666654	1.9417134574031447	1315435667202	1315435682340
3	336.1644333333334	1.8277982549620992	1315435682340	1315435692463
4	252.58746666666667	0.3434672833114178	1315435692463	1315435700076
5	202.4054333333334	0.31750141819035116	1315435700076	1315435706183
6	169.68386666666666	2.712627886492992	1315435706183	1315435711313
7	145.17110000000002	0.358128213398917	1315435711313	1315435715706
8	127.75900000000001	2.012242050291765	1315435715706	1315435719576
9	113.90406666666668	1.490267736496081	1315435719576	1315435723039
10	102.36943333333332	0.3056285421025156	1315435723039	1315435726147
11	93.75626666666666	2.0241569370353987	1315435726147	1315435728998
12	86.20233333333333	2.0820068126251274	1315435728998	1315435731624
13	79.3209	0.37248784752151526	1315435731624	1315435734053
14	74.54096666666668	2.043223441851755	1315435734053	1315435736335
15	69.47613333333334	1.163102086821064	1315435736335	1315435738461
16	65.26553333333332	0.4695149171975091	1315435738461	1315435740456
17	61.21636666666665	0.28044613268018814	1315435740456	1315435742331
18	58.605033333333346	2.138534181893113	1315435742332	1315435744130
19	55.54673333333333	1.1912147069951817	1315435744130	1315435745844
20	52.356366666666666	0.5292406716291209	1315435745844	1315435747461
21	50.663033333333345	1.6206733697027451	1315435747461	1315435749020
22	48.57936666666667	1.8382088824184801	1315435749020	1315435750515
23	46.5834	1.0173060977659167	1315435750515	1315435751963
24	44.52139999999999	0.8622276921464713	1315435751963	1315435753342


# ====== Port number : 3100 ======

########################################
# SR SequentialExecute for /192.168.0.2:3100
#  Repeat Count = 30
# Client Configuration @2011-09-08 06:49:23
#  Task time = 1000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	1005.3793333333335	3.5010908184781893	1315435766877	1315435797137
2	752.5922999999999	0.6804697745261213	1315435797138	1315435827246
3	669.1071666666667	1.5270439345784839	1315435827246	1315435857336
4	626.9755666666667	0.5954859900135931	1315435857337	1315435887420
5	601.9101666666667	0.537378315575264	1315435887420	1315435917504
6	585.2312666666668	0.4881918737892357	1315435917504	1315435947587
7	573.3425	0.3586013778160112	1315435947587	1315435977670
8	564.3993333333332	0.3990075046155852	1315435977670	1315436007760
9	557.5818	0.49951979696545235	1315436007760	1315436037857
10	552.1895000000001	0.9836409405342166	1315436037857	1315436067960
11	547.5039666666667	0.6086226668387422	1315436067960	1315436098065
12	543.9687333333334	0.6837393097395608	1315436098065	1315436128175
13	540.8686333333333	0.7839402020134437	1315436128175	1315436158284
14	538.1296	0.695158260389134	1315436158284	1315436188401
15	535.8279	0.6206614575330999	1315436188401	1315436218523
16	533.7854333333333	0.7503251563079	1315436218523	1315436248649
17	532.1892333333333	0.8352682692290753	1315436248649	1315436278794
18	530.8598	2.0959658196671316	1315436278794	1315436308947
19	529.1019666666667	1.3200066739751117	1315436308947	1315436339090
20	527.7256333333332	0.7700303390382057	1315436339090	1315436369227
21	526.6793666666667	0.8056590997708499	1315436369227	1315436399374
22	526.6734999999999	5.087246899591695	1315436399374	1315436429578
23	524.7347333333333	1.0336379988445128	1315436429578	1315436459736
24	524.0562333333332	1.3450583293186793	1315436459736	1315436489901

########################################
# SR ParallelExecute for /192.168.0.2:3100
#  Repeat Count = 30
# Client Configuration @2011-09-08 07:01:29
#  Task time = 1000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	1003.172	0.311620901149755	1315436492915	1315436523047
2	502.86853333333335	0.6429461141524389	1315436523047	1315436538171
3	336.0203	0.6001364873402938	1315436538171	1315436548287
4	252.5976	0.2878193399128794	1315436548287	1315436555904
5	202.47053333333332	0.3169877331787875	1315436555904	1315436562015
6	169.10209999999998	0.3461187109546796	1315436562015	1315436567132
7	145.37293333333335	0.31265061841158137	1315436567132	1315436571529
8	127.4676	0.3797599604811508	1315436571529	1315436575391
9	113.65886666666664	0.30495819198315505	1315436575391	1315436578837
10	102.43966666666665	0.3186906762508789	1315436578837	1315436581947
11	93.51406666666666	0.5394614129787092	1315436581947	1315436584790
12	85.93256666666669	0.3997009816226701	1315436584790	1315436587407
13	79.511	0.47164078967068956	1315436587407	1315436589831
14	73.97779999999999	0.4198150988731337	1315436589831	1315436592089
15	69.33923333333333	0.38232877018078	1315436592089	1315436594205
16	65.24323333333332	0.4144170549141215	1315436594205	1315436596200
17	61.369066666666676	0.40699198783214463	1315436596200	1315436598079
18	58.39023333333333	0.6075732783018576	1315436598080	1315436599871
19	55.180099999999996	0.30913297551626623	1315436599871	1315436601566
20	52.31366666666668	0.2894929375972787	1315436601566	1315436603174
21	50.402766666666665	0.4541672700624967	1315436603174	1315436604725
22	48.22413333333334	0.2946492635416771	1315436604725	1315436606211
23	46.2895	0.3149976190390027	1315436606211	1315436607640
24	44.245466666666665	0.30390705626962555	1315436607640	1315436609010


# ====== Port number : 3000 ======

########################################
# SR SequentialExecute for /192.168.0.2:3000
#  Repeat Count = 10
# Client Configuration @2011-09-08 07:03:39
#  Task time = 10000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	10024.34039	5.972417555677729	1315436649704	1315436750083
2	7512.80682	1.8027645727117088	1315436750084	1315436850283
3	6676.557059999999	1.5073556136437953	1315436850284	1315436950448
4	6259.520739999998	2.767833071314437	1315436950448	1315437050598
5	6007.820119999999	1.6937448839342615	1315437050598	1315437150731
6	5840.90213	0.8317229565891019	1315437150731	1315437250855
7	5722.44888	3.0951948324217455	1315437250855	1315437350992
8	5631.73384	0.5489379242029357	1315437350992	1315437451105
9	5563.77076	3.240062710864175	1315437451105	1315437551240
10	5506.9108400000005	1.1083352465362097	1315437551240	1315437651360
11	5462.269469999999	3.119737018579969	1315437651361	1315437751491
12	5554.798199999999	415.7432669690438	1315437751491	1315437852925
13	5391.939270000001	2.6230174416697283	1315437852925	1315437953052
14	5367.62382	6.052013345380455	1315437953052	1315438053198
15	5341.115250000001	3.4959491228608117	1315438053198	1315438153325
16	5320.49186	2.4401741682750693	1315438153325	1315438253464
17	5300.153289999999	0.3606698027425664	1315438253464	1315438353570
18	5285.60046	3.536845635923275	1315438353570	1315438453703
19	5269.83072	0.7583380337454195	1315438453703	1315438553821
20	5258.55915	4.029195103254042	1315438553821	1315438653981
21	5246.0839	2.0988437788556045	1315438653981	1315438754136
22	5235.70683	3.7424867183418766	1315438754136	1315438854289
23	5226.2100900000005	3.554926741936603	1315438854289	1315438954461
24	5216.93485	2.717650572442128	1315438954461	1315439054627

########################################
# SR ParallelExecute for /192.168.0.2:3000
#  Repeat Count = 10
# Client Configuration @2011-09-08 07:44:14
#  Task time = 10000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	10021.840189999999	3.092690615048078	1315439084724	1315439185066
2	5018.717129999999	2.506457276544757	1315439185066	1315439235374
3	3350.39436	2.7023056530479606	1315439235374	1315439269001
4	2516.5172000000002	2.358065070475025	1315439269002	1315439294292
5	2015.62404	1.1338875766376697	1315439294292	1315439314571
6	1683.07407	1.8040976651061407	1315439314571	1315439331526
7	1445.73662	2.944905687226859	1315439331526	1315439346105
8	1265.13125	0.602026868016816	1315439346105	1315439358877
9	1280.30202	480.6877480901127	1315439358877	1315439371802
10	1017.9620199999999	4.2549264482084626	1315439371802	1315439382103
11	923.50107	0.6656376024417785	1315439382104	1315439391461
12	848.6341500000001	2.084755249781677	1315439391461	1315439400069
13	783.51347	1.114270104977449	1315439400069	1315439408011
14	728.86424	1.0743523859939417	1315439408011	1315439415420
15	682.38312	2.8251383064702384	1315439415420	1315439422368
16	640.54379	3.0282004507635327	1315439422368	1315439428898
17	603.90023	1.4470298223282256	1315439428898	1315439435051
18	571.1060100000001	1.8169984433390847	1315439435051	1315439440887
19	541.3487400000001	0.5606066955339128	1315439440887	1315439446425
20	514.97277	2.1285613195914355	1315439446425	1315439451690
21	490.6516	0.8120235368787827	1315439451690	1315439456719
22	470.8285199999999	3.5787975621352763	1315439456719	1315439461554
23	450.0910999999999	1.8588220894076881	1315439461554	1315439466176
24	431.56361	0.8790273747015785	1315439466176	1315439470619


# ====== Port number : 3100 ======

########################################
# SR SequentialExecute for /192.168.0.2:3100
#  Repeat Count = 10
# Client Configuration @2011-09-08 07:51:41
#  Task time = 10000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	10026.363119999998	7.374543405755913	1315439531368	1315439631777
2	7512.65953	1.2740308579278121	1315439631778	1315439731973
3	6676.363149999999	1.0824300044244832	1315439731974	1315439832126
4	6258.22786	0.8878074232946407	1315439832127	1315439932263
5	6007.64782	0.6983168816202859	1315439932263	1315440032384
6	5840.49536	1.1455939216188271	1315440032385	1315440132502
7	5721.297269999999	0.9185174839536362	1315440132502	1315440232615
8	5631.43703	0.5576748407106477	1315440232615	1315440332720
9	5562.29631	1.785281810615801	1315440332720	1315440432832
10	5506.203630000001	0.7782667081214193	1315440432832	1315440532935
11	5460.936720000001	1.1149742088746741	1315440532935	1315440633040
12	5423.43842	0.9050563719821759	1315440633040	1315440733154
13	5554.22592	517.263263143844	1315440733154	1315440834897
14	5362.84566	0.4645281877276692	1315440834897	1315440934997
15	5339.29001	0.5093333497080709	1315440934997	1315441035099
16	5318.55024	0.7326167546725845	1315441035099	1315441135210
17	5300.936019999999	3.9589636593601685	1315441135210	1315441235314
18	5284.323960000001	0.6840804193274862	1315441235314	1315441335424
19	5269.12304	0.7757281239649717	1315441335424	1315441435527
20	5256.3944	1.1905341787066175	1315441435528	1315441535642
21	5244.48791	1.5901309542040054	1315441535642	1315441635753
22	5234.14496	1.9512851119210237	1315441635754	1315441735878
23	5223.76445	0.8882586253101399	1315441735878	1315441835988
24	5215.35314	1.3325074712787577	1315441835988	1315441936116

########################################
# SR ParallelExecute for /192.168.0.2:3100
#  Repeat Count = 10
# Client Configuration @2011-09-08 08:32:16
#  Task time = 10000
#  Max return count = 24
# Return number	Latency	STDEV	Begin time	End time
1	10021.02549	1.343442132462725	1315441966215	1315442066547
2	5018.4205600000005	1.6849025989536173	1315442066547	1315442116855
3	3349.8485200000005	1.4973028850732277	1315442116855	1315442150480
4	2516.3588700000005	1.4514627411891632	1315442150480	1315442175768
5	2016.0014800000001	1.7060710168882047	1315442175768	1315442196050
6	1682.1250400000001	0.5843977338813638	1315442196051	1315442212997
7	1443.3396500000001	0.6536765797414092	1315442212997	1315442227552
8	1264.55737	0.5859888741258913	1315442227552	1315442240321
9	1126.3461	1.8771172431458638	1315442240321	1315442251711
10	1014.8408399999998	1.0093999784167165	1315442251711	1315442261982
11	924.0529	0.8689522310448686	1315442261982	1315442271346
12	848.41225	0.9720426217109804	1315442271346	1315442279954
13	784.01308	0.6383091828052353	1315442279954	1315442287919
14	728.76007	0.45012357342021175	1315442287919	1315442295331
15	681.71766	1.247889133418565	1315442295331	1315442302273
16	639.48868	1.1048961819278993	1315442302273	1315442308790
17	603.5512800000001	2.119764475766193	1315442308790	1315442314952
18	570.4991000000001	0.3286226438775981	1315442314952	1315442320773
19	541.56886	1.096195315340129	1315442320773	1315442326315
20	514.42064	0.6208058690307062	1315442326315	1315442331587
21	491.0968	0.5042017695775989	1315442331587	1315442336625
22	469.49709	0.6903564207268864	1315442336625	1315442341447
23	449.48768999999993	0.955006775399035	1315442341447	1315442346068
24	431.47337	0.6436853701230376	1315442346068	1315442350514

